article_id,article_title,article_date,sentence,category,voice
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," The  military  announced  that  dozens  of  Palestinian  fighters  from  Hamas  had  been  killed  in  ""close  quarter  combat"". ",palestine,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," Armed  groups  also  reported  clashes  in  the  area,  while  health  officials  said  172  people  had  been  killed  across  Gaza. ",palestine,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," Mother  of  killed  Israeli  calls  Hamas  videos  'psychological  warfare'Israel  accused  of  targeting  civilians  in  deadly  West  Bank  strike100  days  since  unthinkable  attack  triggered  devastating  war  On  Thursday,  President  Isaac  Herzog  was  among  the  many  Israelis  who  marked  the  first  birthday  of  the  youngest  hostage,  Kfir  Bibas. ",israel,
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," Hamas  has  claimed  the  baby  was  killed  in  an  Israeli  air  strike,  along  with  his  four-year-old  brother  Ariel  and  their  mother  Shiri  in  November. ",israel,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18,"Hamas  gunmen  took  about  250  people  hostage  and  killed  about  1,200  others  when  they  carried  out  an  unprecedented  cross-border  attack  on  southern  Israel  on  7  October,  Israeli  authorities  say. ",israel,ACTIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," More  than  24,600  people  have  been  killed  in  Gaza  since  the  Israeli  military  launched  a  large-scale  air  and  ground  campaign  in  response,  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," On  Wednesday  night,  16  people,  half  of  them  children,  were  killed  in  a  strike  on  a  house  further  south  in  Rafah,  local  medics  and  health  officials  said. ",palestine,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18, Umm  Walid  al-Zamli  said  she  had  rushed  to  the  local  hospital  after  the  attack  and  found  that  all  of  her  children  were  dead. ,palestine,ACTIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18,"""Correction  13th  February:  This  article  wrongly  reported  that  about  1,300  people  had  been  killed  following  the  7th  October  attack  by  Hamas. ",israel,PASSIVE
2386,Israeli troops push deep into Gaza's Khan Younis,2024-01-18," This  was  based  on  counting  those  who  later  died  from  their  injuries  in  addition  to  the  figure  of  more  than  1,200. ",israel,ACTIVE
