article_id,article_title,article_date,sentence,category,voice
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18, Gaza  health  ministry  says  Jabalia  strikes  kill  110  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18," At  least  110  people  have  been  killed  in  Israeli  air  strikes  in  northern  Gaza's  Jabalia  area,  the  Hamas-run  health  ministry  says,  as  fighting  continues  across  the  Palestinian  territory. ",palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18, Fifty  people  were  reportedly  killed  and  dozens  trapped  under  rubble  when  three  homes  in  Jabalia  refugee  camp  were  hit. ,palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18," Gaza  has  been  devastated  by  10  weeks  of  war  triggered  by  an  unprecedented  attack  by  Hamas  gunmen  on  southern  Israel  on  7  October,  in  which  at  least  1,200  people  -  mostly  civilians  -  were  killed  and  about  240  taken  hostage.  ",israel,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18,"  Since  then,  more  than  19,400  people  have  been  killed  in  Gaza,  about  70%  of  them  women  and  children,  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18," On  Monday  morning,  Palestinian  media  cited  the  Hamas-run  health  ministry's  director  general  as  saying  that  at  least  50  people  had  been  killed  when  the  homes  of  the  al-Bursh  and  Alwan  families  were  bombed. ",palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18, Gaza's  health  ministry  also  said  that  a  13-year-old  girl  was  killed  when  an  Israeli  tank  shell  hit  the  maternity  building  of  Nasser  Hospital  in  the  southern  city  of  Khan  Younis  on  Sunday  night.  ,palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18,"  The  girl,  Dunia  Abu  Mohsen,  had  been  receiving  treatment  after  losing  a  leg  in  a  previous  strike  in  al-Amal  that  killed  her  parents,  brother  and  sister. ",palestine,ACTIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18," Another  eight  people,  including  journalist  Haneen  al-Qashtan,  were  reportedly  killed  in  a  strike  in  Nuseirat  refugee  camp,  in  central  Gaza. ",palestine,PASSIVE
1708,Gaza health ministry says Jabalia strikes kill 110,2023-12-18," The  UK,  Germany  and  France  added  to  the  growing  global  pressure  for  a  ceasefire  over  the  weekend,  saying  that  too  many  civilians  had  been  killed. ",palestine,PASSIVE
