article_id,article_link,sentence,category,voice
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," After  an  Israeli  strike  last  week  hit  Beirut,  killing  Hamas's  deputy  leader,  the  two  sides  have  stepped  up  their  exchanges. ",palestine,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," But  the  pace  of  death  and  destruction  has  remained  largely  the  same,  with  several  hundred  Palestinians  killed  each  day,  according  to  health  officials  in  Gaza. ",palestine,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," Israel  has  vowed  to  keep  going  until  it  destroys  Hamas  throughout  the  territory,  in  response  to  the  attack  on  Oct.  7,  when  militants  killed  some  1,200  people,  mainly  civilians,  in  southern  Israel  and  kidnapped  around  250  others. ",israel,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," Since  the  war  began,  Israel's  assault  in  Gaza  has  killed  more  than  23,200  Palestinians,  roughly  1%  of  the  territory's  population,  and  more  than  58,000  people  have  been  wounded,  according  to  the  Health  Ministry  in  Hamas-run  Gaza. ",palestine,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas, About  two-thirds  of  the  dead  are  women  and  children. ,palestine,
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," Throughout  the  night  and  into  Tuesday  morning,  warplanes  struck  multiple  areas  in  and  around  Khan  Younis  and  in  central  Gaza,  where  57  dead  and  dozens  of  wounded  were  brought  into  the  main  hospital  in  the  town  of  Deir  al-Balah. ",palestine,
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," One  strike  late  Monday  hit  a  house  in  Deir  al-Balah,  killing  the  mother,  three  daughters  and  three  small  grandchildren  of  Jamal  Naeim,  a  well-known  dentist  in  Gaza. ",palestine,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," Monday  was  one  of  the  deadliest  days  yet  for  Israeli  troops  in  Gaza,  with  nine  killed,  according  to  the  military. ",israel,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," Six  of  them  died  in  a  blast  that  went  off  when  forces  were  bringing  explosives  into  an  underground  area  in  Bureij  camp,  apparently  to  blow  up  Hamas  tunnels,  Israeli  media  reported. ",israel,ACTIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas, It  says  185  soldiers  have  been  killed  since  the  ground  offensive  began  in  late  October. ,israel,PASSIVE
106,https://www.npr.org/2024/01/09/1223649477/blinken-israel-gaza-hamas," A  U.  N.  warehouse  was  hit  last  week,  killing  a  staffer,  and  five  other  staffers  were  detained  by  the  military,  with  two  still  held. ",palestine,ACTIVE
