article_id,article_link,sentence,category,voice
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," He  is  the  most  senior  militant  in  the  armed  group  to  have  been  killed  since  Hamas'  Oct.  7  attack  into  southern  Israel  triggered  all-out  war  in  Gaza  and  lower-intensity  fighting  between  Israel  and  Hezbollah,  which  has  escalated  since  an  Israeli  strike  killed  a  senior  Hamas  leader  in  Beirut  last  week. ",palestine,PASSIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," He  is  the  most  senior  militant  in  the  armed  group  to  have  been  killed  since  Hamas'  Oct.  7  attack  into  southern  Israel  triggered  all-out  war  in  Gaza  and  lower-intensity  fighting  between  Israel  and  Hezbollah,  which  has  escalated  since  an  Israeli  strike  killed  a  senior  Hamas  leader  in  Beirut  last  week. ",palestine,ACTIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," The  offensive  has  already  killed  over  23,000  Palestinians,  devastated  vast  swaths  of  the  Gaza  Strip,  displaced  nearly  85%  of  its  population  of  2. ",palestine,ACTIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas,More  dead  and  wounded  arrive  each  day  as  Israeli  forces  advance  in  central  Gaza  following  heavy  airstrikes. ,palestine,
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas, Gaza's  Health  Ministry  said  Monday  that  249  Palestinians  have  been  killed  and  510  others  were  wounded  across  the  territory  in  the  last  24  hours. ,palestine,PASSIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," An  airstrike  early  Sunday  flattened  a  four-story  home  filled  with  displaced  people  in  the  urban  Jabaliya  refugee  camp,  killing  at  least  70,  including  women  and  children,  according  to  Mahmoud  Bassal,  a  spokesman  for  Gaza's  civil  defense. ",palestine,ACTIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," More  than  23,00  Palestinians  have  been  killed,  and  more  than  58,000  wounded,  since  the  war  began,  according  to  the  Health  Ministry  in  Hamas-run  Gaza. ",palestine,PASSIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas, Health  officials  say  about  two-thirds  of  those  killed  have  been  women  and  minors. ,palestine,
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," The  military  says  it  has  killed  some  8,000  militants,  without  providing  evidence,  and  that  176  of  its  own  soldiers  have  been  killed  in  the  offensive. ",both,ACTIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," The  military  says  it  has  killed  some  8,000  militants,  without  providing  evidence,  and  that  176  of  its  own  soldiers  have  been  killed  in  the  offensive. ",both,PASSIVE
108,https://www.npr.org/2024/01/08/1223446855/israel-hezbollah-commander-killed-lebanon-gaza-hamas," Hamas  and  other  militants  killed  about  1,200  people  in  southern  Israel  that  day,  mostly  civilians,  and  took  some  250  people  hostage,  over  100  of  whom  were  released  during  a  cease-fire  in  November. ",israel,ACTIVE
