article_id,article_link,sentence,category,voice
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," DEIR  AL-BALAH,  Gaza  —  At  least  68  people  were  killed  by  an  Israeli  strike  in  central  Gaza,  health  officials  said  Sunday,  while  the  number  of  Israeli  soldiers  killed  in  combat  over  the  weekend  rose  to  17. ",both,PASSIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," DEIR  AL-BALAH,  Gaza  —  At  least  68  people  were  killed  by  an  Israeli  strike  in  central  Gaza,  health  officials  said  Sunday,  while  the  number  of  Israeli  soldiers  killed  in  combat  over  the  weekend  rose  to  17. ",both,ACTIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," Associated  Press  journalists  at  a  nearby  hospital  watched  frantic  Palestinians  carry  the  dead,  including  a  baby,  and  wounded  following  the  strike  on  the  Maghazi  refugee  camp  east  of  Deir  al-Balah. ",palestine,
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," The  war  has  devastated  parts  of  Gaza,  killed  roughly  20,400  Palestinians  and  displaced  almost  all  of  the  territory's  2. ",palestine,ACTIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," The  mounting  death  toll  among  Israeli  troops  —  156  since  the  ground  offensive  began  —  could  erode  public  support  for  the  war,  which  was  sparked  when  Hamas-led  militants  stormed  communities  in  southern  Israel  on  Oct.  7,  killing  1,200  and  taking  240  hostage. ",israel,ACTIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," More  than  two-thirds  of  the  20,000  Palestinians  killed  have  been  women  and  children,  according  to  the  Health  Ministry  in  Gaza,  which  does  not  differentiate  between  civilians  and  combatants. ",palestine,
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," On  Friday,  Israeli  airstrikes  on  two  homes  in  Gaza  killed  90  Palestinians,  including  dozens  from  an  extended  family,  according  to  rescuers  and  hospital  officials. ",palestine,ACTIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," One  of  the  homes,  located  in  Gaza  City,  became  one  of  the  deadliest  airstrikes  in  the  war  after  76  people  from  the  al-Mughrabi  family  were  killed,  said  Mahmoud  Bassal,  a  spokesman  for  Gaza's  Civil  Defense  department. ",palestine,PASSIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," The  Palestinian  Red  Crescent  said  a  13-year-old  boy  was  shot  and  killed  in  an  Israeli  drone  attack  while  inside  al-Amal  Hospital  in  Khan  Younis,  a  part  of  Gaza  where  Israel's  military  believes  Hamas  leaders  are  hiding. ",palestine,PASSIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," The  Palestinian  Red  Crescent  said  a  13-year-old  boy  was  shot  and  killed  in  an  Israeli  drone  attack  while  inside  al-Amal  Hospital  in  Khan  Younis,  a  part  of  Gaza  where  Israel's  military  believes  Hamas  leaders  are  hiding. ",palestine,
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," At  least  two  men  were  killed,  according  to  Associated  Press  journalists  in  the  hospital  where  the  bodies  were  taken. ",palestine,PASSIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed, At  least  two  people  were  killed  and  six  others  wounded  when  a  missile  stuck  a  building  in  the  Bureij  refugee  camp  in  central  Gaza. ,palestine,PASSIVE
129,https://www.npr.org/2023/12/25/1221502476/at-least-68-killed-in-central-gaza-in-airstrike-adding-to-weekends-bloodshed," It  says  it  has  killed  thousands  of  Hamas  militants,  without  presenting  evidence. ",palestine,ACTIVE
