article_id,article_link,sentence,category,voice
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," RAMALLAH,  West  Bank  —  Israel's  devastating  air-and-ground  assault  on  Gaza  has  now  killed  more  than  20,000  people  in  the  10  weeks  since  the  conflict  began,  according  to  Gaza's  Ministry  of  Health  —  a  figure  that  is  fast  approaching  1%  of  the  Palestinian  territory's  pre-war  population. ",palestine,ACTIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," The  ministry,  in  the  Hamas-run  Gaza  Strip,  said  Friday  that  at  least  20,057  people  have  died  from  the  Israeli  attacks  since  Oct.  7. ",palestine,ACTIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel, It  has  said  70%  of  those  killed  are  women  and  children. ,palestine,
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," Although  the  health  ministry  doesn't  differentiate  between  civilian  and  combatant  deaths,  it  says  the  majority  of  those  killed  have  been  women  and  children. ",palestine,
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," 1  million,  means  around  1  out  of  every  105  people  has  been  killed  since  the  war  began. ",palestine,PASSIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," In  the  early  morning  hours  of  Dec.  9,  he  says,  his  wife,  four  daughters  and  two  of  his  sons  were  killed  by  Israeli  airstrikes  that  flattened  their  four-story  Gaza  City  apartment  building. ",palestine,PASSIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," ""One  of  the  ones  killed  is  my  daughter,  she  had  one  semester  left  to  graduate  to  become  a  doctor,""  he  says. ",palestine,ACTIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," Of  his  two  sons  killed,  the  body  of  one  remains  buried  under  the  rubble,  says  Es-Sakani,  who  wears  a  black  baseball  cap,  a  salt-and-pepper  beard  and  an  expression  of  weary  stoicism. ",palestine,
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," Israel  launched  its  offensive  in  Gaza  in  response  to  the  Oct.  7  attack,  when  Hamas  staged  a  lightning  strike  on  southern  Israel,  killing  1,200  people,  Israel  says. ",israel,ACTIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," At  last  count,  Israel's  military  says  it  has  killed  7,000  Hamas  fighters. ",palestine,ACTIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," It  remains  unclear,  however,  whether  that  figure  includes  an  estimated  1,000  militants  Israel  says  were  killed  inside  its  border  during  the  Oct.  7  attack.  ",palestine,PASSIVE
136,https://www.npr.org/2023/12/22/1220211690/gaza-death-toll-20000-killed-israel," The  ministry  has  traditionally  used  a  digitized  system  to  gather  the  names,  ages  and  gender  of  the  dead  from  hospitals  and  morgues. ",palestine,
