article_id,article_link,sentence,category,voice
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," Israeli  bombardment  has  killed  thousands  of  civilians  in  the  areas  of  the  Gaza  Strip  that  Israel  has  ordered  them  to  move  to,  Gaza  health  ministry  death  tolls  show. ",palestine,ACTIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks,"Israel  has  vowed  to  defeat  Hamas  and  force  an  end  to  its  rule  of  Gaza  after  the  Oct.  7  attack  in  which  Hamas-led  militants  killed  1,200  people  in  Israel  and  took  more  than  240  hostages,  according  to  Israeli  officials. ",israel,ACTIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks, The  dangers  for  those  fleeing  south  are  evident  from  the  high  number  of  people  killed  there. ,palestine,
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," So  far,  a  total  of  more  than  11,800  people  —  of  which  more  than  two-thirds  are  children,  women  and  elderly  —  have  been  killed  in  Gaza  since  Israel  launched  its  military  offensive  last  month,  according  to  Gaza's  Health  Ministry. ",palestine,PASSIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," A  map  by  the  United  Nations'  humanitarian  affairs  office,  relying  on  the  health  ministry's  data,  shows  that  more  than  3,600  people  —  roughly  one-third  of  the  total  —  were  killed  in  areas  where  Israel  has  told  civilians  in  northern  Gaza  to  escape  to. ",palestine,PASSIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," On  Tuesday,  Israeli  airstrikes  hit  a  densely  populated  residential  area  in  Khan  Younis,  killing  at  least  14  people. ",palestine,ACTIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks, Saqallah  says  his  11-month-old  son  was  killed. ,palestine,PASSIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks, Doctors  managed  to  save  her  and  the  baby  girl  that  she  has  now  delivered  —  named  Mariam  after  Saqallah's  dead  sister. ,palestine,
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," ""Every  day  we  get  more  confirmation  of  more  colleagues  killed,""  says  Juliette  Touma,  UNRWA's  director  of  communications,  based  in  Amman. ",palestine,
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks, It  says  the  attacks  have  killed  71  people  in  its  shelters  and  injured  563  more. ,palestine,ACTIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks,"Civilians,  including  children,  including  women,  including  men,  including  UNRWA  colleagues,  have  been  killed  across  the  board  across  the  Gaza  Strip. ",palestine,PASSIVE
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks, Rovera  says  the  high  number  of  dead  shows  that  the  Israeli  military  is  willing  to  carry  out  strikes  on  Hamas  targets  despite  the  presence  of  many  civilians. ,palestine,
211,https://www.npr.org/2023/11/17/1213579692/israel-gaza-evacuation-south-attacks," ""This  is  why  we  get  so  many  dead  who  are  clearly  noncombatants,  because  they  are  children,  women,  older  people,  people  with  disabilities,""  Rovera  says. ",palestine,
