article_id,article_link,sentence,category,voice
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," There's  a  total  siege  of  basic  goods,  hospitals  are  running  out  of  fuel,  people  are  running  out  of  food  and  more  than  5,000  Palestinians  have  been  killed,  over  1,600  of  them  children,  according  to  the  Palestinian  Ministry  of  Health. ",palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," The  Secretary-General  of  the  United  Nations  Antonio  Guterres  has  said  the  Hamas  attack  –  that  killed  1,400  Israelis  and  saw  Hamas  take  some  200  hostages  –  does  not  excuse  this  ""collective  punishment.  "" ",israel,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," In  the  days  following  the  Hamas  attack,  the  worst  killing  of  civilians  in  Israel's  history,  at  least  74  Palestinians  have  been  killed  in  the  West  Bank,  according  to  the  Palestinian  Health  Ministry. ",both,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," In  one,  an  Israeli  settler,  accompanied  by  an  Israeli  soldier,  shoots  a  man  at  point  blank  range. ",palestine,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," The  worst  of  these  attacks  so  far  were  in  the  Palestinian  village  of  Qusra  —  where,  at  first,  four  people  were  killed. ",palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," Then,  when  the  villagers  tried  to  mourn  their  dead  in  a  funeral  procession,  witnesses  said  armed  settlers  lay  in  wait  and  shot  and  killed  a  father  and  son. ",palestine,
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," Then,  when  the  villagers  tried  to  mourn  their  dead  in  a  funeral  procession,  witnesses  said  armed  settlers  lay  in  wait  and  shot  and  killed  a  father  and  son. ",palestine,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank, In  a  grove  of  trees  they  came  under  fire  and  three  were  killed. ,palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," Later  that  day,  witnesses  in  this  village  said,  the  Israeli  military  came  into  Qusra  and  shot  another  of  their  residents. ",palestine,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," Now,  images  of  the  dead  are  plastered  everywhere. ",palestine,
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," The  backdrop  of  these  posters  are  Palestinian  flags  and  printed  at  the  bottom  of  the  posters  are  the  words  ""martyr""  and  ""killed  by  the  bullets  of  settlers.  """,palestine,
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank, A  man  killed. ,palestine,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank, He  said  he  worked  with  Israeli  authorities  that  control  this  area  to  make  sure  they  could  have  safe  passage  on  the  road  they'd  use  to  mourn  the  first  four  men  that  were  killed. ,palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," In  response  to  a  query  to  the  Israeli  military  on  whether  one  of  their  soldiers  killed  a  Palestinian  in  Qusra,  the  military  said  it  was  checking  but  didn't  respond  with  further  information. ",palestine,ACTIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," At  the  gathering  hall  in  the  center  of  the  village,  women  come  to  pay  their  respects  to  the  family  members  of  the  dead. ",palestine,
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," They  sit  side-by-side  on  couches,  pillows  and  plastic  chairs,  crying  as  they  pass  around  and  kiss  posters  of  the  men  who  were  killed. ",palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank, The  21-year-old  was  shot. ,palestine,PASSIVE
317,https://www.npr.org/2023/10/20/1207543936/israel-palestine-hamas-west-bank," ""These  people  in  Gaza  have  been  under  siege  for  so  long  and  have  been  killed  in  such  a  way,  this  is  why  the  war  took  place,""  Abu  Alaa  said. ",palestine,PASSIVE
