article_id,article_link,sentence,category,voice
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital, Alloh  was  killed  alongside  his  father  by  an  Israeli  missile  that  struck  his  parents'  home  not  far  from  Shifa. ,palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," He  is  now  among  the  more  than  200  health  care  workers  who  have  been  killed  in  Gaza  since  the  start  of  the  war,  according  the  Palestinian  Ministry  of  Health. ",palestine,ACTIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," To  date,  more  than  11,000  people  have  been  killed  by  Israel's  military  response,  which  was  launched  after  Hamas  militants  killed  an  estimated  1,200  people  and  kidnapped  another  240  in  Israeli  towns  last  month. ",both,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," To  date,  more  than  11,000  people  have  been  killed  by  Israel's  military  response,  which  was  launched  after  Hamas  militants  killed  an  estimated  1,200  people  and  kidnapped  another  240  in  Israeli  towns  last  month. ",both,ACTIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital, Those  who  are  left  behind  say  there  is  little  time  to  mourn  the  dead  or  ensure  their  legacies  are  not  buried  in  the  destruction  of  the  violence  of  war. ,palestine,
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," Now  that  he  is  dead,  and  much  of  the  territory's  infrastructure  has  been  obliterated,  those  plans  have  turned  to  ash. ",palestine,ACTIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," ""Most  of  these  [medical  professionals]  —  men  and  women  —  when  they  get  killed,  it's  also  the  death  of  the  programs  that  they  lead,""  Loubani  added. ",palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital, That's  what  it  means  when  Hammam  got  killed. ,palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," ""We  had  hoped,  but  unfortunately  we  received  the  news  that  he  had  been  killed,""  he  said. ",palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital, Even  more  devastating  to  those  who  knew  the  soft-spoken  man  was  confirmation  that  30  members  of  Saidam's  extended  family  were  also  killed  by  the  missile  strike. ,palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," ""A  few  days  ago,  we  found  out  one  of  the  senior  nurses  in  the  main  operating  room  was  killed. ",palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital, Then  a  pediatric  resident  was  killed. ,palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," A  day  before  that,  one  of  the  young  anesthetic  residents  had  been  killed,""  Abu-Sittah  told  NPR  last  week,  during  a  1  a.  m.  phone  call  over  a  tenuous  connection. ",palestine,PASSIVE
220,https://www.npr.org/2023/11/16/1213307710/gaza-doctors-al-shifa-hospital," A  couple  of  weeks  ago,  word  came  through  that  an  obstetrician  from  the  hospital  had  been  killed  in  a  missile  attack  on  her  home,  along  with  one  of  her  two  daughters. ",palestine,PASSIVE
