article_id,article_link,sentence,category,voice
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," The  Hamas  announcement  came  hours  after  it  freed  a  4-year-old  girl  whose  parents  were  killed  in  the  Oct.  7  attack  on  Israel,  along  with  12  other  Israelis,  three  Thais  and  a  dual  Israeli  Russian  citizen. ",israel,PASSIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is,"Biden  noted  that  Abigail's  mother  was  killed  in  front  of  her  in  last  month's  attack  and  that  when  she  ran  to  her  father,  he  was  gunned  down  while  shielding  her. ",israel,PASSIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," Dozens  were  among  the  1,200  people  that  Israel  says  were  killed  in  the  Oct.  7  attack  and  others  were  swept  up  as  Hamas  took  some  240  hostages. ",israel,PASSIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," The  Gaza  Health  Ministry  says  13,300  Palestinians  have  died  in  seven  weeks  of  Israeli  bombardment  of  the  territory. ",palestine,ACTIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," Meanwhile,  there  are  signs  of  rising  violence  in  the  West  Bank,  where  Israeli  forces  killed  five  people  in  an  operation  overnight  at  a  refugee  camp  there. ",palestine,ACTIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," Three  others  were  killed  elsewhere  in  the  territory,  according  to  the  Palestinian  health  ministry. ",palestine,PASSIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," Her  father,    Thomas  Hand,  had  been  informed  she  was  killed  in  the  attack  only  to  be  told  later  that  her  body  was  not  found  among  the  victims. ",israel,PASSIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is," Meanwhile,  the  Palestinian  Health  Ministry  reported  at  least  eight  Palestinian  civilians  killed  by  Israeli  soldiers  over  the  last  24  hours  in  the  West  Bank,  according  to  The  Associated  Press. ",palestine,ACTIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is, The  Israeli  military  said  its  soldiers  killed  five  Palestinians  in  a  gun  battle  in  the  Jenin  refugee  camp  and  arrested  a  Palestinian  suspected  of  killing  an  Israeli  father  and  son  earlier  this  year. ,palestine,ACTIVE
193,https://www.npr.org/2023/11/26/1215226229/another-hostages-for-prisoners-swap-expected-if-a-fragile-cease-fire-holds-in-is, The  Israeli  military  said  its  soldiers  killed  five  Palestinians  in  a  gun  battle  in  the  Jenin  refugee  camp  and  arrested  a  Palestinian  suspected  of  killing  an  Israeli  father  and  son  earlier  this  year. ,palestine,ACTIVE
