article_id,article_link,sentence,category,voice
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," A  week  later,  she  was  dead. ",palestine,ACTIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war, An  Israeli  airstrike  on  her  home  in  northern  Gaza  killed  her. ,palestine,ACTIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," The  rising  toll  comes  as  the  Israel-Hamas  war  enters  its  third  month,  and  Israel  continues  its  bombardment  of  the  Gaza  Strip,  which  has  so  far  killed  more  than  13,300  Palestinians,  according  to  the  Health  Ministry  in  Gaza. ",palestine,ACTIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," Israel's  offensive  is  in  response  to  the  Oct.  7  Hamas  attack  on  Israel,  in  which  1,200  people  were  killed  and  more  than  240  taken  hostage,  according  to  Israeli  officials. ",israel,PASSIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," The  Committee  to  Protect  Journalists,  a  New  York-based  nonprofit,  says  the  majority  of  Gaza  journalist  casualties  since  the  start  of  the  war  were  killed  while  doing  their  jobs. ",palestine,PASSIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," The  organization  classifies  43  of  the  50  journalists  killed  so  far  as  being  on  a  ""dangerous  assignment.  "" ",both,ACTIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," Of  those  killed,  90%  have  been  Palestinian  journalists  and  media  workers  in  Gaza. ",palestine,
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war, The  organization  says  the  four  Israeli  journalists  were  killed  in  the  Oct.  7  Hamas  attack  in  Israel. ,israel,PASSIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," ""Salman  al-Bashir,  a  journalist  for  the  Palestinian  Authority's  TV  channel,  tore  off  his  protective  gear  in  the  middle  of  a  live  broadcast  when  he  found  out  his  colleague,  Mohammed  Abu  Hatab,  had  been  killed  in  an  Israeli  airstrike.  """,palestine,PASSIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," ""Al  Jazeera's  Gaza  correspondent  Wael  al-Dahdouh  was  broadcasting  when  he  received  the  news  that  his  family  had  been  killed  by  an  Israeli  airstrike. ",palestine,PASSIVE
175,https://www.npr.org/2023/12/03/1215798409/palestinian-journalists-killed-gaza-israel-hamas-war," His  wife,  son  and  daughter,  grandson  and  at  least  eight  other  relatives  were  all  killed  in  an  Israeli  attack  on  the  home  they  had  been  sheltering  in. ",palestine,PASSIVE
